timestep,joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
3.355704697986577334e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.138915850446753142e-01,3.861084149553246636e-01,1.722168299106493217e-01,-1.722168299106493494e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.296224398808657807e-01,2.296224398808658362e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.027405609970216460e+00,9.125943900297834865e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.691275167785235123e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.473783861934398809e-01,3.526216138065600969e-01,1.052432276131202299e-01,-1.052432276131202715e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.403243034841603343e-01,1.403243034841603620e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.005081075871040008e+00,9.349189241289599384e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.026845637583892357e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.842158893344993165e-01,3.157841106655007724e-01,3.156822133100138650e-02,-3.156822133100155997e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.209096177466851996e-02,4.209096177466874894e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.805227404436670513e-01,9.594772595563327844e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.362416107382550146e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.220584519411980318e-01,2.779415480588020015e-01,-4.411690388239612043e-02,4.411690388239595390e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.882253850986150084e-02,5.882253850986127880e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.552943653725346485e-01,9.847056346274652983e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.697986577181207934e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.584964339294077207e-01,2.415035660705922571e-01,-1.169928678588154775e-01,1.169928678588154358e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.559904904784206459e-01,1.559904904784206181e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.310023773803948188e-01,1.008997622619605128e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.033557046979866278e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.912096324392934643e-01,2.087903675607064580e-01,-1.824192648785869786e-01,1.824192648785870896e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.432256865047826566e-01,2.432256865047827954e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.091935783738043231e-01,1.030806421626195624e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.369127516778523512e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.181150216665848740e-01,1.818849783334151315e-01,-2.362300433331697425e-01,2.362300433331697147e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.149733911108930084e-01,3.149733911108929529e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.912566522222766796e-01,1.048743347777723267e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.704697986577180746e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.374993903513848537e-01,1.625006096486150964e-01,-2.749987807027697850e-01,2.749987807027697850e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.666650409370264541e-01,3.666650409370263985e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.783337397657433598e-01,1.061666260234256587e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.040268456375839090e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.481284311801568832e-01,1.518715688198431502e-01,-2.962568623603137330e-01,2.962568623603136775e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.950091498137516810e-01,3.950091498137516255e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.712477125465620809e-01,1.068752287453437866e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.375838926174496324e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.493253357902368128e-01,1.506746642097631372e-01,-2.986506715804737033e-01,2.986506715804737033e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.982008954406316414e-01,3.982008954406316414e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.704497761398420907e-01,1.069550223860157967e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.711409395973154668e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.410138908089918930e-01,1.589861091910080293e-01,-2.820277816179838637e-01,2.820277816179839192e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.760370421573118738e-01,3.760370421573119293e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.759907394606719633e-01,1.064009260539327872e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.046979865771811902e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.237233307703512919e-01,1.762766692296487414e-01,-2.474466615407026060e-01,2.474466615407024950e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.299288820542701783e-01,3.299288820542700673e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.875177794864324010e-01,1.052482220513567546e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.382550335570470246e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.985546388973367216e-01,2.014453611026632285e-01,-1.971092777946734931e-01,1.971092777946735208e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.628123703928980093e-01,2.628123703928980648e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.042969074017754849e-01,1.035703092598224462e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.718120805369127480e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.671104415615451533e-01,2.328895584384548245e-01,-1.342208831230903010e-01,1.342208831230903288e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.789611774974537717e-01,1.789611774974537994e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.252597056256365304e-01,1.014740294374363527e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.053691275167784713e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.313929604174940535e-01,2.686070395825057577e-01,-6.278592083498815701e-02,6.278592083498844845e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.371456111331754268e-02,8.371456111331793126e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.490713597216705599e-01,9.909286402783294978e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.389261744966443057e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.936765201498853783e-01,3.063234798501145439e-01,1.264695970022917428e-02,-1.264695970022913785e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.686261293363889788e-02,1.686261293363885277e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.742156532334097507e-01,9.657843467665903070e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.724832214765100291e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.563627299532137416e-01,3.436372700467861252e-01,8.727454009357255016e-02,-8.727454009357227260e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.163660534580967520e-01,1.163660534580963635e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.990915133645241752e-01,9.409084866354758825e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.060402684563758635e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.218275601200596081e-01,3.781724398799403142e-01,1.563448797598807338e-01,-1.563448797598807061e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.084598396798409969e-01,2.084598396798409414e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.022114959919960153e+00,9.178850400800397935e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.395973154362415869e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.922700511965682035e-01,4.077299488034317743e-01,2.154598976068635707e-01,-2.154598976068635430e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.872798634758181313e-01,2.872798634758180758e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.041819965868954423e+00,8.981800341310454128e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.731543624161074213e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.695722892092395850e-01,4.304277107907603650e-01,2.608554215815208077e-01,-2.608554215815208077e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.478072287753610770e-01,3.478072287753610770e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.056951807193840187e+00,8.830481928061597596e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.006711409395973256e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.551795630956413763e-01,4.448204369043586848e-01,2.896408738087172252e-01,-2.896408738087173362e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.861878317449563558e-01,3.861878317449564668e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.066546957936238993e+00,8.734530420637608428e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.040268456375838868e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500083353618585080e-01,4.499916646381414420e-01,2.999833292762829617e-01,-2.999833292762829617e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.999777723683772823e-01,3.999777723683772823e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.069994443092094238e+00,8.700055569079057083e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.073825503355704702e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.543878859713274654e-01,4.456121140286725124e-01,2.912242280573450470e-01,-2.912242280573450470e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.882989707431268034e-01,3.882989707431268034e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.067074742685781619e+00,8.729252573142183280e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.107382550335570537e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.680393453134269022e-01,4.319606546865730756e-01,2.639213093731461734e-01,-2.639213093731462290e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.518950791641949349e-01,3.518950791641949905e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.057973769791048735e+00,8.820262302089512119e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.140939597315436149e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.900934513358096822e-01,4.099065486641902956e-01,2.198130973283805856e-01,-2.198130973283805856e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.930841297711740956e-01,2.930841297711740956e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.043271032442793400e+00,8.967289675572064356e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.174496644295301984e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.191459001480796642e-01,3.808540998519203691e-01,1.617081997038406771e-01,-1.617081997038407326e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.156109329384542639e-01,2.156109329384543194e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.023902733234613560e+00,9.160972667653863866e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.208053691275167818e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.533467656253145517e-01,3.466532343746854261e-01,9.330646874937088830e-02,-9.330646874937091606e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.244086249991611937e-01,1.244086249991612353e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.001102156249790376e+00,9.388978437502096819e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
